Service,Port,Protocol,Description
netobjects2,2486,udp,Net Objects2
pns,2487,udp,Policy Notice Service
moy-corp,2488,udp,Moy Corporation
tsilb,2489,udp,TSILB
qip-qdhcp,2490,udp,qip_qdhcp
conclave-cpp,2491,udp,Conclave CPP
groove,2492,udp,GROOVE
talarian-mqs,2493,udp,Talarian MQS
bmc-ar,2494,udp,BMC AR
fast-rem-serv,2495,udp,Fast Remote Services
dirgis,2496,udp,DIRGIS
quaddb,2497,udp,Quad DB
odn-castraq,2498,udp,ODN-CasTraq
unicontrol,2499,udp,UniControl
rtsserv,2500,udp,Resource Tracking system server
rtsclient,2501,udp,Resource Tracking system client
kentrox-prot,2502,udp,Kentrox Protocol
nms-dpnss,2503,udp,NMS-DPNSS
wlbs,2504,udp,WLBS
ppcontrol,2505,udp,PowerPlay Control
jbroker,2506,udp,jbroker
spock,2507,udp,spock
jdatastore,2508,udp,JDataStore
fjmpss,2509,udp,fjmpss
fjappmgrbulk,2510,udp,fjappmgrbulk
metastorm,2511,udp,Metastorm
citrixima,2512,udp,Citrix IMA
citrixadmin,2513,udp,Citrix ADMIN
facsys-ntp,2514,udp,Facsys NTP
facsys-router,2515,udp,Facsys Router
maincontrol,2516,udp,Main Control
call-sig-trans,2517,udp,H.323 Annex E Call Control Signalling Transport
willy,2518,udp,Willy
globmsgsvc,2519,udp,globmsgsvc
pvsw,2520,udp,Pervasive Listener
adaptecmgr,2521,udp,Adaptec Manager
windb,2522,udp,WinDb
qke-llc-v3,2523,udp,Qke LLC V.3
optiwave-lm,2524,udp,Optiwave License Management
ms-v-worlds,2525,udp,MS V-Worlds
ema-sent-lm,2526,udp,EMA License Manager
iqserver,2527,udp,IQ Server
ncr-ccl,2528,udp,"NCR CCL IANA assigned this well-formed service name as a replacement for ""ncr_ccl""."
ncr_ccl,2528,udp,NCR CCL
utsftp,2529,udp,UTS FTP
vrcommerce,2530,udp,VR Commerce
ito-e-gui,2531,udp,ITO-E GUI
ovtopmd,2532,udp,OVTOPMD
snifferserver,2533,udp,SnifferServer
combox-web-acc,2534,udp,Combox Web Access
madcap,2535,udp,MADCAP
btpp2audctr1,2536,udp,btpp2audctr1
upgrade,2537,udp,Upgrade Protocol
vnwk-prapi,2538,udp,vnwk-prapi
vsiadmin,2539,udp,VSI Admin
lonworks,2540,udp,LonWorks
lonworks2,2541,udp,LonWorks2
udrawgraph,2542,udp,uDraw(Graph)
reftek,2543,udp,REFTEK
novell-zen,2544,udp,Management Daemon Refresh
sis-emt,2545,udp,sis-emt
vytalvaultbrtp,2546,udp,vytalvaultbrtp
vytalvaultvsmp,2547,udp,vytalvaultvsmp
vytalvaultpipe,2548,udp,vytalvaultpipe
ipass,2549,udp,IPASS
ads,2550,udp,ADS
isg-uda-server,2551,udp,ISG UDA Server
call-logging,2552,udp,Call Logging
efidiningport,2553,udp,efidiningport
vcnet-link-v10,2554,udp,VCnet-Link v10
compaq-wcp,2555,udp,Compaq WCP
nicetec-nmsvc,2556,udp,nicetec-nmsvc
nicetec-mgmt,2557,udp,nicetec-mgmt
pclemultimedia,2558,udp,PCLE Multi Media
lstp,2559,udp,LSTP
labrat,2560,udp,labrat
mosaixcc,2561,udp,MosaixCC
delibo,2562,udp,Delibo
cti-redwood,2563,udp,CTI Redwood
hp-3000-telnet,2564,udp,HP 3000 NS/VT block mode telnet
coord-svr,2565,udp,Coordinator Server
pcs-pcw,2566,udp,pcs-pcw
clp,2567,udp,Cisco Line Protocol
spamtrap,2568,udp,SPAM TRAP
sonuscallsig,2569,udp,Sonus Call Signal
hs-port,2570,udp,HS Port
cecsvc,2571,udp,CECSVC
ibp,2572,udp,IBP
trustestablish,2573,udp,Trust Establish
blockade-bpsp,2574,udp,Blockade BPSP
hl7,2575,udp,HL7
tclprodebugger,2576,udp,TCL Pro Debugger
scipticslsrvr,2577,udp,Scriptics Lsrvr
rvs-isdn-dcp,2578,udp,RVS ISDN DCP
mpfoncl,2579,udp,mpfoncl
tributary,2580,udp,Tributary
argis-te,2581,udp,ARGIS TE
argis-ds,2582,udp,ARGIS DS
mon,2583,udp,MON
cyaserv,2584,udp,cyaserv
netx-server,2585,udp,NETX Server
netx-agent,2586,udp,NETX Agent
masc,2587,udp,MASC
privilege,2588,udp,Privilege
quartus-tcl,2589,udp,quartus tcl
idotdist,2590,udp,idotdist
maytagshuffle,2591,udp,Maytag Shuffle
netrek,2592,udp,netrek
mns-mail,2593,udp,MNS Mail Notice Service
dts,2594,udp,Data Base Server
worldfusion1,2595,udp,World Fusion 1
worldfusion2,2596,udp,World Fusion 2
homesteadglory,2597,udp,Homestead Glory
citriximaclient,2598,udp,Citrix MA Client
snapd,2599,udp,Snap Discovery
hpstgmgr,2600,udp,HPSTGMGR
discp-client,2601,udp,discp client
discp-server,2602,udp,discp server
servicemeter,2603,udp,Service Meter
nsc-ccs,2604,udp,NSC CCS
nsc-posa,2605,udp,NSC POSA
netmon,2606,udp,Dell Netmon
connection,2607,udp,Dell Connection
wag-service,2608,udp,Wag Service
system-monitor,2609,udp,System Monitor
versa-tek,2610,udp,VersaTek
lionhead,2611,udp,LIONHEAD
qpasa-agent,2612,udp,Qpasa Agent
smntubootstrap,2613,udp,SMNTUBootstrap
neveroffline,2614,udp,Never Offline
firepower,2615,udp,firepower
appswitch-emp,2616,udp,appswitch-emp
cmadmin,2617,udp,Clinical Context Managers
priority-e-com,2618,udp,Priority E-Com
bruce,2619,udp,bruce
lpsrecommender,2620,udp,LPSRecommender
miles-apart,2621,udp,Miles Apart Jukebox Server
metricadbc,2622,udp,MetricaDBC
lmdp,2623,udp,LMDP
aria,2624,udp,Aria
blwnkl-port,2625,udp,Blwnkl Port
gbjd816,2626,udp,gbjd816
moshebeeri,2627,udp,Moshe Beeri
dict,2628,udp,DICT
sitaraserver,2629,udp,Sitara Server
sitaramgmt,2630,udp,Sitara Management
sitaradir,2631,udp,Sitara Dir
irdg-post,2632,udp,IRdg Post
interintelli,2633,udp,InterIntelli
pk-electronics,2634,udp,PK Electronics
backburner,2635,udp,Back Burner
solve,2636,udp,Solve
imdocsvc,2637,udp,Import Document Service
sybaseanywhere,2638,udp,Sybase Anywhere
aminet,2639,udp,AMInet
ami-control,2640,udp,Alcorn McBride Inc protocol used for device control
hdl-srv,2641,udp,HDL Server
tragic,2642,udp,Tragic
gte-samp,2643,udp,GTE-SAMP
travsoft-ipx-t,2644,udp,Travsoft IPX Tunnel
novell-ipx-cmd,2645,udp,Novell IPX CMD
and-lm,2646,udp,AND License Manager
syncserver,2647,udp,SyncServer
upsnotifyprot,2648,udp,Upsnotifyprot
vpsipport,2649,udp,VPSIPPORT
eristwoguns,2650,udp,eristwoguns
ebinsite,2651,udp,EBInSite
interpathpanel,2652,udp,InterPathPanel
sonus,2653,udp,Sonus
corel-vncadmin,2654,udp,"Corel VNC Admin IANA assigned this well-formed service name as a replacement for ""corel_vncadmin""."
corel_vncadmin,2654,udp,Corel VNC Admin
unglue,2655,udp,UNIX Nt Glue
kana,2656,udp,Kana
sns-dispatcher,2657,udp,SNS Dispatcher
sns-admin,2658,udp,SNS Admin
sns-query,2659,udp,SNS Query
gcmonitor,2660,udp,GC Monitor
olhost,2661,udp,OLHOST
bintec-capi,2662,udp,BinTec-CAPI
bintec-tapi,2663,udp,BinTec-TAPI
patrol-mq-gm,2664,udp,Patrol for MQ GM
patrol-mq-nm,2665,udp,Patrol for MQ NM
extensis,2666,udp,extensis
alarm-clock-s,2667,udp,Alarm Clock Server
alarm-clock-c,2668,udp,Alarm Clock Client
toad,2669,udp,TOAD
tve-announce,2670,udp,TVE Announce
newlixreg,2671,udp,newlixreg
nhserver,2672,udp,nhserver
firstcall42,2673,udp,First Call 42
ewnn,2674,udp,ewnn
ttc-etap,2675,udp,TTC ETAP
simslink,2676,udp,SIMSLink
gadgetgate1way,2677,udp,Gadget Gate 1 Way
gadgetgate2way,2678,udp,Gadget Gate 2 Way
syncserverssl,2679,udp,Sync Server SSL
pxc-sapxom,2680,udp,pxc-sapxom
mpnjsomb,2681,udp,mpnjsomb
ncdloadbalance,2683,udp,NCDLoadBalance
mpnjsosv,2684,udp,mpnjsosv
mpnjsocl,2685,udp,mpnjsocl
mpnjsomg,2686,udp,mpnjsomg
pq-lic-mgmt,2687,udp,pq-lic-mgmt
md-cg-http,2688,udp,md-cf-http
fastlynx,2689,udp,FastLynx
hp-nnm-data,2690,udp,HP NNM Embedded Database
itinternet,2691,udp,ITInternet ISM Server
admins-lms,2692,udp,Admins LMS
,2693,udp,Unassigned
pwrsevent,2694,udp,pwrsevent
vspread,2695,udp,VSPREAD
unifyadmin,2696,udp,Unify Admin
oce-snmp-trap,2697,udp,Oce SNMP Trap Port
mck-ivpip,2698,udp,MCK-IVPIP
csoft-plusclnt,2699,udp,Csoft Plus Client
tqdata,2700,udp,tqdata
sms-rcinfo,2701,udp,SMS RCINFO
sms-xfer,2702,udp,SMS XFER
sms-chat,2703,udp,SMS CHAT
sms-remctrl,2704,udp,SMS REMCTRL
sds-admin,2705,udp,SDS Admin
ncdmirroring,2706,udp,NCD Mirroring
emcsymapiport,2707,udp,EMCSYMAPIPORT
banyan-net,2708,udp,Banyan-Net
supermon,2709,udp,Supermon
sso-service,2710,udp,SSO Service
sso-control,2711,udp,SSO Control
aocp,2712,udp,Axapta Object Communication Protocol
raventbs,2713,udp,Raven Trinity Broker Service
raventdm,2714,udp,Raven Trinity Data Mover
hpstgmgr2,2715,udp,HPSTGMGR2
inova-ip-disco,2716,udp,Inova IP Disco
pn-requester,2717,udp,PN REQUESTER
pn-requester2,2718,udp,PN REQUESTER 2
scan-change,2719,udp,Scan & Change
wkars,2720,udp,wkars
smart-diagnose,2721,udp,Smart Diagnose
proactivesrvr,2722,udp,Proactive Server
watchdog-nt,2723,udp,WatchDog NT Protocol
qotps,2724,udp,qotps
msolap-ptp2,2725,udp,MSOLAP PTP2
tams,2726,udp,TAMS
mgcp-callagent,2727,udp,Media Gateway Control Protocol Call Agent
sqdr,2728,udp,SQDR
tcim-control,2729,udp,TCIM Control
nec-raidplus,2730,udp,NEC RaidPlus
fyre-messanger,2731,udp,Fyre Messanger
g5m,2732,udp,G5M
signet-ctf,2733,udp,Signet CTF
ccs-software,2734,udp,CCS Software
netiq-mc,2735,udp,NetIQ Monitor Console
radwiz-nms-srv,2736,udp,RADWIZ NMS SRV
srp-feedback,2737,udp,SRP Feedback
ndl-tcp-ois-gw,2738,udp,NDL TCP-OSI Gateway
tn-timing,2739,udp,TN Timing
alarm,2740,udp,Alarm
tsb,2741,udp,TSB
tsb2,2742,udp,TSB2
murx,2743,udp,murx
honyaku,2744,udp,honyaku
urbisnet,2745,udp,URBISNET
cpudpencap,2746,udp,CPUDPENCAP
fjippol-swrly,2747,udp,
fjippol-polsvr,2748,udp,
fjippol-cnsl,2749,udp,
fjippol-port1,2750,udp,
fjippol-port2,2751,udp,
rsisysaccess,2752,udp,RSISYS ACCESS
de-spot,2753,udp,de-spot
apollo-cc,2754,udp,APOLLO CC
expresspay,2755,udp,Express Pay
simplement-tie,2756,udp,simplement-tie
cnrp,2757,udp,CNRP
apollo-status,2758,udp,APOLLO Status
apollo-gms,2759,udp,APOLLO GMS
sabams,2760,udp,Saba MS
dicom-iscl,2761,udp,DICOM ISCL
dicom-tls,2762,udp,DICOM TLS
desktop-dna,2763,udp,Desktop DNA
data-insurance,2764,udp,Data Insurance
qip-audup,2765,udp,qip-audup
compaq-scp,2766,udp,Compaq SCP
uadtc,2767,udp,UADTC
uacs,2768,udp,UACS
exce,2769,udp,eXcE
veronica,2770,udp,Veronica
vergencecm,2771,udp,Vergence CM
auris,2772,udp,auris
rbakcup1,2773,udp,RBackup Remote Backup
rbakcup2,2774,udp,RBackup Remote Backup
smpp,2775,udp,SMPP
ridgeway1,2776,udp,Ridgeway Systems & Software
ridgeway2,2777,udp,Ridgeway Systems & Software
gwen-sonya,2778,udp,Gwen-Sonya
lbc-sync,2779,udp,LBC Sync
lbc-control,2780,udp,LBC Control
whosells,2781,udp,whosells
everydayrc,2782,udp,everydayrc
aises,2783,udp,AISES
www-dev,2784,udp,world wide web - development
aic-np,2785,udp,aic-np
aic-oncrpc,2786,udp,aic-oncrpc - Destiny MCD database
piccolo,2787,udp,piccolo - Cornerstone Software
fryeserv,2788,udp,NetWare Loadable Module - Seagate Software
media-agent,2789,udp,Media Agent
plgproxy,2790,udp,PLG Proxy
mtport-regist,2791,udp,MT Port Registrator
f5-globalsite,2792,udp,f5-globalsite
initlsmsad,2793,udp,initlsmsad
livestats,2795,udp,LiveStats
ac-tech,2796,udp,ac-tech
esp-encap,2797,udp,esp-encap
tmesis-upshot,2798,udp,TMESIS-UPShot
icon-discover,2799,udp,ICON Discover
acc-raid,2800,udp,ACC RAID
igcp,2801,udp,IGCP
veritas-udp1,2802,udp,Veritas UDP1
btprjctrl,2803,udp,btprjctrl
dvr-esm,2804,udp,March Networks Digital Video Recorders and Enterprise Service Manager products
wta-wsp-s,2805,udp,WTA WSP-S
cspuni,2806,udp,cspuni
cspmulti,2807,udp,cspmulti
j-lan-p,2808,udp,J-LAN-P
corbaloc,2809,udp,CORBA LOC
netsteward,2810,udp,Active Net Steward
gsiftp,2811,udp,GSI FTP
atmtcp,2812,udp,atmtcp
llm-pass,2813,udp,llm-pass
llm-csv,2814,udp,llm-csv
lbc-measure,2815,udp,LBC Measurement
lbc-watchdog,2816,udp,LBC Watchdog
nmsigport,2817,udp,NMSig Port
rmlnk,2818,udp,rmlnk
fc-faultnotify,2819,udp,FC Fault Notification
univision,2820,udp,UniVision
vrts-at-port,2821,udp,VERITAS Authentication Service
ka0wuc,2822,udp,ka0wuc
cqg-netlan,2823,udp,CQG Net/LAN
cqg-netlan-1,2824,udp,CQG Net/Lan 1
slc-systemlog,2826,udp,slc systemlog
slc-ctrlrloops,2827,udp,slc ctrlrloops
itm-lm,2828,udp,ITM License Manager
silkp1,2829,udp,silkp1
silkp2,2830,udp,silkp2
silkp3,2831,udp,silkp3
silkp4,2832,udp,silkp4
glishd,2833,udp,glishd
evtp,2834,udp,EVTP
evtp-data,2835,udp,EVTP-DATA
catalyst,2836,udp,catalyst
repliweb,2837,udp,Repliweb
starbot,2838,udp,Starbot
nmsigport,2839,udp,NMSigPort
l3-exprt,2840,udp,l3-exprt
l3-ranger,2841,udp,l3-ranger
l3-hawk,2842,udp,l3-hawk
pdnet,2843,udp,PDnet
bpcp-poll,2844,udp,BPCP POLL
bpcp-trap,2845,udp,BPCP TRAP
aimpp-hello,2846,udp,AIMPP Hello
aimpp-port-req,2847,udp,AIMPP Port Req
amt-blc-port,2848,udp,AMT-BLC-PORT
fxp,2849,udp,FXP
metaconsole,2850,udp,MetaConsole
webemshttp,2851,udp,webemshttp
bears-01,2852,udp,bears-01
ispipes,2853,udp,ISPipes
infomover,2854,udp,InfoMover
,2855,udp,Reserved
cesdinv,2856,udp,cesdinv
simctlp,2857,udp,SimCtIP
ecnp,2858,udp,ECNP
activememory,2859,udp,Active Memory
dialpad-voice1,2860,udp,Dialpad Voice 1
dialpad-voice2,2861,udp,Dialpad Voice 2
ttg-protocol,2862,udp,TTG Protocol
sonardata,2863,udp,Sonar Data
astronova-main,2864,udp,main 5001 cmd
pit-vpn,2865,udp,pit-vpn
iwlistener,2866,udp,iwlistener
esps-portal,2867,udp,esps-portal
npep-messaging,2868,udp,Norman Proprietaqry Events Protocol
icslap,2869,udp,ICSLAP
daishi,2870,udp,daishi
msi-selectplay,2871,udp,MSI Select Play
radix,2872,udp,RADIX
psrt,2873,udp,PubSub Realtime Telemetry Protocol
dxmessagebase1,2874,udp,DX Message Base Transport Protocol
dxmessagebase2,2875,udp,DX Message Base Transport Protocol
sps-tunnel,2876,udp,SPS Tunnel
bluelance,2877,udp,BLUELANCE
aap,2878,udp,AAP
ucentric-ds,2879,udp,ucentric-ds
synapse,2880,udp,Synapse Transport
ndsp,2881,udp,NDSP
ndtp,2882,udp,NDTP
ndnp,2883,udp,NDNP
flashmsg,2884,udp,Flash Msg
topflow,2885,udp,TopFlow
responselogic,2886,udp,RESPONSELOGIC
aironetddp,2887,udp,aironet
spcsdlobby,2888,udp,SPCSDLOBBY
rsom,2889,udp,RSOM
cspclmulti,2890,udp,CSPCLMULTI
cinegrfx-elmd,2891,udp,CINEGRFX-ELMD License Manager
snifferdata,2892,udp,SNIFFERDATA
vseconnector,2893,udp,VSECONNECTOR
abacus-remote,2894,udp,ABACUS-REMOTE
natuslink,2895,udp,NATUS LINK
ecovisiong6-1,2896,udp,ECOVISIONG6-1
citrix-rtmp,2897,udp,Citrix RTMP
appliance-cfg,2898,udp,APPLIANCE-CFG
powergemplus,2899,udp,POWERGEMPLUS
quicksuite,2900,udp,QUICKSUITE
allstorcns,2901,udp,ALLSTORCNS
netaspi,2902,udp,NET ASPI
suitcase,2903,udp,SUITCASE
m2ua,2904,udp,M2UA
,2905,udp,De-registered
caller9,2906,udp,CALLER9
webmethods-b2b,2907,udp,WEBMETHODS B2B
mao,2908,udp,mao
funk-dialout,2909,udp,Funk Dialout
tdaccess,2910,udp,TDAccess
blockade,2911,udp,Blockade
epicon,2912,udp,Epicon
boosterware,2913,udp,Booster Ware
gamelobby,2914,udp,Game Lobby
tksocket,2915,udp,TK Socket
elvin-server,2916,udp,"Elvin Server IANA assigned this well-formed service name as a replacement for ""elvin_server""."
elvin_server,2916,udp,Elvin Server
elvin-client,2917,udp,"Elvin Client IANA assigned this well-formed service name as a replacement for ""elvin_client""."
elvin_client,2917,udp,Elvin Client
kastenchasepad,2918,udp,Kasten Chase Pad
roboer,2919,udp,roboER
roboeda,2920,udp,roboEDA
cesdcdman,2921,udp,CESD Contents Delivery Management
cesdcdtrn,2922,udp,CESD Contents Delivery Data Transfer
wta-wsp-wtp-s,2923,udp,WTA-WSP-WTP-S
precise-vip,2924,udp,PRECISE-VIP
mobile-file-dl,2926,udp,MOBILE-FILE-DL
unimobilectrl,2927,udp,UNIMOBILECTRL
redstone-cpss,2928,udp,REDSTONE-CPSS
amx-webadmin,2929,udp,AMX-WEBADMIN
amx-weblinx,2930,udp,AMX-WEBLINX
circle-x,2931,udp,Circle-X
incp,2932,udp,INCP
4-tieropmgw,2933,udp,4-TIER OPM GW
4-tieropmcli,2934,udp,4-TIER OPM CLI
qtp,2935,udp,QTP
otpatch,2936,udp,OTPatch
pnaconsult-lm,2937,udp,PNACONSULT-LM
sm-pas-1,2938,udp,SM-PAS-1
sm-pas-2,2939,udp,SM-PAS-2
sm-pas-3,2940,udp,SM-PAS-3
sm-pas-4,2941,udp,SM-PAS-4
sm-pas-5,2942,udp,SM-PAS-5
ttnrepository,2943,udp,TTNRepository
megaco-h248,2944,udp,Megaco H-248
h248-binary,2945,udp,H248 Binary
fjsvmpor,2946,udp,FJSVmpor
gpsd,2947,udp,GPS Daemon request/response protocol
wap-push,2948,udp,WAP PUSH
wap-pushsecure,2949,udp,WAP PUSH SECURE
esip,2950,udp,ESIP
ottp,2951,udp,OTTP
mpfwsas,2952,udp,MPFWSAS
ovalarmsrv,2953,udp,OVALARMSRV
ovalarmsrv-cmd,2954,udp,OVALARMSRV-CMD
csnotify,2955,udp,CSNOTIFY
ovrimosdbman,2956,udp,OVRIMOSDBMAN
jmact5,2957,udp,JAMCT5
jmact6,2958,udp,JAMCT6
rmopagt,2959,udp,RMOPAGT
dfoxserver,2960,udp,DFOXSERVER
boldsoft-lm,2961,udp,BOLDSOFT-LM
iph-policy-cli,2962,udp,IPH-POLICY-CLI
iph-policy-adm,2963,udp,IPH-POLICY-ADM
bullant-srap,2964,udp,BULLANT SRAP
bullant-rap,2965,udp,BULLANT RAP
idp-infotrieve,2966,udp,IDP-INFOTRIEVE
ssc-agent,2967,udp,SSC-AGENT
enpp,2968,udp,ENPP
essp,2969,udp,ESSP
index-net,2970,udp,INDEX-NET
netclip,2971,udp,NetClip clipboard daemon
pmsm-webrctl,2972,udp,PMSM Webrctl
svnetworks,2973,udp,SV Networks
signal,2974,udp,Signal
fjmpcm,2975,udp,Fujitsu Configuration Management Service
cns-srv-port,2976,udp,CNS Server Port
ttc-etap-ns,2977,udp,TTCs Enterprise Test Access Protocol - NS
ttc-etap-ds,2978,udp,TTCs Enterprise Test Access Protocol - DS
h263-video,2979,udp,H.263 Video Streaming
wimd,2980,udp,Instant Messaging Service
mylxamport,2981,udp,MYLXAMPORT
iwb-whiteboard,2982,udp,IWB-WHITEBOARD
netplan,2983,udp,NETPLAN
hpidsadmin,2984,udp,HPIDSADMIN
hpidsagent,2985,udp,HPIDSAGENT
stonefalls,2986,udp,STONEFALLS
identify,2987,udp,identify
hippad,2988,udp,HIPPA Reporting Protocol
zarkov,2989,udp,ZARKOV Intelligent Agent Communication
boscap,2990,udp,BOSCAP
wkstn-mon,2991,udp,WKSTN-MON
avenyo,2992,udp,Avenyo Server
veritas-vis1,2993,udp,VERITAS VIS1
veritas-vis2,2994,udp,VERITAS VIS2
idrs,2995,udp,IDRS
vsixml,2996,udp,vsixml
rebol,2997,udp,REBOL
realsecure,2998,udp,Real Secure
remoteware-un,2999,udp,RemoteWare Unassigned
hbci,3000,udp,HBCI
remoteware-cl,3000,udp,RemoteWare Client
,3001,udp,Reserved
exlm-agent,3002,udp,EXLM Agent
remoteware-srv,3002,udp,RemoteWare Server
cgms,3003,udp,CGMS
csoftragent,3004,udp,Csoft Agent
geniuslm,3005,udp,Genius License Manager
ii-admin,3006,udp,Instant Internet Admin
lotusmtap,3007,udp,Lotus Mail Tracking Agent Protocol
midnight-tech,3008,udp,Midnight Technologies
pxc-ntfy,3009,udp,PXC-NTFY
ping-pong,3010,udp,Telerate Workstation
trusted-web,3011,udp,Trusted Web
twsdss,3012,udp,Trusted Web Client
gilatskysurfer,3013,udp,Gilat Sky Surfer
broker-service,3014,udp,"Broker Service IANA assigned this well-formed service name as a replacement for ""broker_service""."
broker_service,3014,udp,Broker Service
nati-dstp,3015,udp,NATI DSTP
notify-srvr,3016,udp,"Notify Server IANA assigned this well-formed service name as a replacement for ""notify_srvr""."
notify_srvr,3016,udp,Notify Server
event-listener,3017,udp,"Event Listener IANA assigned this well-formed service name as a replacement for ""event_listener""."
event_listener,3017,udp,Event Listener
srvc-registry,3018,udp,"Service Registry IANA assigned this well-formed service name as a replacement for ""srvc_registry""."
srvc_registry,3018,udp,Service Registry
resource-mgr,3019,udp,"Resource Manager IANA assigned this well-formed service name as a replacement for ""resource_mgr""."
resource_mgr,3019,udp,Resource Manager
cifs,3020,udp,CIFS
agriserver,3021,udp,AGRI Server
csregagent,3022,udp,CSREGAGENT
magicnotes,3023,udp,magicnotes
nds-sso,3024,udp,"NDS_SSO IANA assigned this well-formed service name as a replacement for ""nds_sso""."
nds_sso,3024,udp,NDS_SSO
arepa-raft,3025,udp,Arepa Raft
agri-gateway,3026,udp,AGRI Gateway
LiebDevMgmt-C,3027,udp,"LiebDevMgmt_C IANA assigned this well-formed service name as a replacement for ""LiebDevMgmt_C""."
LiebDevMgmt_C,3027,udp,LiebDevMgmt_C
LiebDevMgmt-DM,3028,udp,"LiebDevMgmt_DM IANA assigned this well-formed service name as a replacement for ""LiebDevMgmt_DM""."
LiebDevMgmt_DM,3028,udp,LiebDevMgmt_DM
LiebDevMgmt-A,3029,udp,"LiebDevMgmt_A IANA assigned this well-formed service name as a replacement for ""LiebDevMgmt_A""."
LiebDevMgmt_A,3029,udp,LiebDevMgmt_A
arepa-cas,3030,udp,Arepa Cas
eppc,3031,udp,Remote AppleEvents/PPC Toolbox
redwood-chat,3032,udp,Redwood Chat
pdb,3033,udp,PDB
osmosis-aeea,3034,udp,Osmosis / Helix (R) AEEA Port
fjsv-gssagt,3035,udp,FJSV gssagt
hagel-dump,3036,udp,Hagel DUMP
hp-san-mgmt,3037,udp,HP SAN Mgmt
santak-ups,3038,udp,Santak UPS
cogitate,3039,udp,"Cogitate, Inc."
tomato-springs,3040,udp,Tomato Springs
di-traceware,3041,udp,di-traceware
journee,3042,udp,journee
brp,3043,udp,Broadcast Routing Protocol
epp,3044,udp,EndPoint Protocol
responsenet,3045,udp,ResponseNet
di-ase,3046,udp,di-ase
hlserver,3047,udp,Fast Security HL Server
pctrader,3048,udp,Sierra Net PC Trader
nsws,3049,udp,NSWS
gds-db,3050,udp,"gds_db IANA assigned this well-formed service name as a replacement for ""gds_db""."
gds_db,3050,udp,gds_db
galaxy-server,3051,udp,Galaxy Server
apc-3052,3052,udp,APC 3052
dsom-server,3053,udp,dsom-server
amt-cnf-prot,3054,udp,AMT CNF PROT
policyserver,3055,udp,Policy Server
cdl-server,3056,udp,CDL Server
goahead-fldup,3057,udp,GoAhead FldUp
videobeans,3058,udp,videobeans
qsoft,3059,udp,qsoft
interserver,3060,udp,interserver
cautcpd,3061,udp,cautcpd
ncacn-ip-tcp,3062,udp,ncacn-ip-tcp
ncadg-ip-udp,3063,udp,ncadg-ip-udp
rprt,3064,udp,Remote Port Redirector
slinterbase,3065,udp,slinterbase
netattachsdmp,3066,udp,NETATTACHSDMP
fjhpjp,3067,udp,FJHPJP
ls3bcast,3068,udp,ls3 Broadcast
ls3,3069,udp,ls3
mgxswitch,3070,udp,MGXSWITCH
,3071,udp,Reserved
csd-monitor,3072,udp,ContinuStor Monitor Port
vcrp,3073,udp,Very simple chatroom prot
xbox,3074,udp,Xbox game port
orbix-locator,3075,udp,Orbix 2000 Locator
orbix-config,3076,udp,Orbix 2000 Config
orbix-loc-ssl,3077,udp,Orbix 2000 Locator SSL
orbix-cfg-ssl,3078,udp,Orbix 2000 Locator SSL
lv-frontpanel,3079,udp,LV Front Panel
stm-pproc,3080,udp,"stm_pproc IANA assigned this well-formed service name as a replacement for ""stm_pproc""."
stm_pproc,3080,udp,stm_pproc
tl1-lv,3081,udp,TL1-LV
tl1-raw,3082,udp,TL1-RAW
tl1-telnet,3083,udp,TL1-TELNET
itm-mccs,3084,udp,ITM-MCCS
pcihreq,3085,udp,PCIHReq
jdl-dbkitchen,3086,udp,JDL-DBKitchen
asoki-sma,3087,udp,Asoki SMA
xdtp,3088,udp,eXtensible Data Transfer Protocol
ptk-alink,3089,udp,ParaTek Agent Linking
stss,3090,udp,Senforce Session Services
1ci-smcs,3091,udp,1Ci Server Management
rapidmq-center,3093,udp,Jiiva RapidMQ Center
rapidmq-reg,3094,udp,Jiiva RapidMQ Registry
