Service,Port,Protocol,Description
fc-faultnotify,2819,tcp,FC Fault Notification
univision,2820,tcp,UniVision
vrts-at-port,2821,tcp,VERITAS Authentication Service
ka0wuc,2822,tcp,ka0wuc
cqg-netlan,2823,tcp,CQG Net/LAN
cqg-netlan-1,2824,tcp,CQG Net/LAN 1
slc-systemlog,2826,tcp,slc systemlog
slc-ctrlrloops,2827,tcp,slc ctrlrloops
itm-lm,2828,tcp,ITM License Manager
silkp1,2829,tcp,silkp1
silkp2,2830,tcp,silkp2
silkp3,2831,tcp,silkp3
silkp4,2832,tcp,silkp4
glishd,2833,tcp,glishd
evtp,2834,tcp,EVTP
evtp-data,2835,tcp,EVTP-DATA
catalyst,2836,tcp,catalyst
repliweb,2837,tcp,Repliweb
starbot,2838,tcp,Starbot
nmsigport,2839,tcp,NMSigPort
l3-exprt,2840,tcp,l3-exprt
l3-ranger,2841,tcp,l3-ranger
l3-hawk,2842,tcp,l3-hawk
pdnet,2843,tcp,PDnet
bpcp-poll,2844,tcp,BPCP POLL
bpcp-trap,2845,tcp,BPCP TRAP
aimpp-hello,2846,tcp,AIMPP Hello
aimpp-port-req,2847,tcp,AIMPP Port Req
amt-blc-port,2848,tcp,AMT-BLC-PORT
fxp,2849,tcp,FXP
metaconsole,2850,tcp,MetaConsole
webemshttp,2851,tcp,webemshttp
bears-01,2852,tcp,bears-01
ispipes,2853,tcp,ISPipes
infomover,2854,tcp,InfoMover
msrp,2855,tcp,MSRP over TCP
cesdinv,2856,tcp,cesdinv
simctlp,2857,tcp,SimCtIP
ecnp,2858,tcp,ECNP
activememory,2859,tcp,Active Memory
dialpad-voice1,2860,tcp,Dialpad Voice 1
dialpad-voice2,2861,tcp,Dialpad Voice 2
ttg-protocol,2862,tcp,TTG Protocol
sonardata,2863,tcp,Sonar Data
astronova-main,2864,tcp,main 5001 cmd
pit-vpn,2865,tcp,pit-vpn
iwlistener,2866,tcp,iwlistener
esps-portal,2867,tcp,esps-portal
npep-messaging,2868,tcp,Norman Proprietaqry Events Protocol
icslap,2869,tcp,ICSLAP
daishi,2870,tcp,daishi
msi-selectplay,2871,tcp,MSI Select Play
radix,2872,tcp,RADIX
psrt,2873,tcp,PubSub Realtime Telemetry Protocol
dxmessagebase1,2874,tcp,DX Message Base Transport Protocol
dxmessagebase2,2875,tcp,DX Message Base Transport Protocol
sps-tunnel,2876,tcp,SPS Tunnel
bluelance,2877,tcp,BLUELANCE
aap,2878,tcp,AAP
ucentric-ds,2879,tcp,ucentric-ds
synapse,2880,tcp,Synapse Transport
ndsp,2881,tcp,NDSP
ndtp,2882,tcp,NDTP
ndnp,2883,tcp,NDNP
flashmsg,2884,tcp,Flash Msg
topflow,2885,tcp,TopFlow
responselogic,2886,tcp,RESPONSELOGIC
aironetddp,2887,tcp,aironet
spcsdlobby,2888,tcp,SPCSDLOBBY
rsom,2889,tcp,RSOM
cspclmulti,2890,tcp,CSPCLMULTI
cinegrfx-elmd,2891,tcp,CINEGRFX-ELMD License Manager
snifferdata,2892,tcp,SNIFFERDATA
vseconnector,2893,tcp,VSECONNECTOR
abacus-remote,2894,tcp,ABACUS-REMOTE
natuslink,2895,tcp,NATUS LINK
ecovisiong6-1,2896,tcp,ECOVISIONG6-1
citrix-rtmp,2897,tcp,Citrix RTMP
appliance-cfg,2898,tcp,APPLIANCE-CFG
powergemplus,2899,tcp,POWERGEMPLUS
quicksuite,2900,tcp,QUICKSUITE
allstorcns,2901,tcp,ALLSTORCNS
netaspi,2902,tcp,NET ASPI
suitcase,2903,tcp,SUITCASE
m2ua,2904,tcp,M2UA
m3ua,2905,tcp,M3UA
caller9,2906,tcp,CALLER9
webmethods-b2b,2907,tcp,WEBMETHODS B2B
mao,2908,tcp,mao
funk-dialout,2909,tcp,Funk Dialout
tdaccess,2910,tcp,TDAccess
blockade,2911,tcp,Blockade
epicon,2912,tcp,Epicon
boosterware,2913,tcp,Booster Ware
gamelobby,2914,tcp,Game Lobby
tksocket,2915,tcp,TK Socket
elvin-server,2916,tcp,"Elvin Server IANA assigned this well-formed service name as a replacement for ""elvin_server""."
elvin_server,2916,tcp,Elvin Server
elvin-client,2917,tcp,"Elvin Client IANA assigned this well-formed service name as a replacement for ""elvin_client""."
elvin_client,2917,tcp,Elvin Client
kastenchasepad,2918,tcp,Kasten Chase Pad
roboer,2919,tcp,roboER
roboeda,2920,tcp,roboEDA
cesdcdman,2921,tcp,CESD Contents Delivery Management
cesdcdtrn,2922,tcp,CESD Contents Delivery Data Transfer
wta-wsp-wtp-s,2923,tcp,WTA-WSP-WTP-S
precise-vip,2924,tcp,PRECISE-VIP
mobile-file-dl,2926,tcp,MOBILE-FILE-DL
unimobilectrl,2927,tcp,UNIMOBILECTRL
redstone-cpss,2928,tcp,REDSTONE-CPSS
amx-webadmin,2929,tcp,AMX-WEBADMIN
amx-weblinx,2930,tcp,AMX-WEBLINX
circle-x,2931,tcp,Circle-X
incp,2932,tcp,INCP
4-tieropmgw,2933,tcp,4-TIER OPM GW
4-tieropmcli,2934,tcp,4-TIER OPM CLI
qtp,2935,tcp,QTP
otpatch,2936,tcp,OTPatch
pnaconsult-lm,2937,tcp,PNACONSULT-LM
sm-pas-1,2938,tcp,SM-PAS-1
sm-pas-2,2939,tcp,SM-PAS-2
sm-pas-3,2940,tcp,SM-PAS-3
sm-pas-4,2941,tcp,SM-PAS-4
sm-pas-5,2942,tcp,SM-PAS-5
ttnrepository,2943,tcp,TTNRepository
megaco-h248,2944,tcp,Megaco H-248
h248-binary,2945,tcp,H248 Binary
fjsvmpor,2946,tcp,FJSVmpor
gpsd,2947,tcp,GPS Daemon request/response protocol
wap-push,2948,tcp,WAP PUSH
wap-pushsecure,2949,tcp,WAP PUSH SECURE
esip,2950,tcp,ESIP
ottp,2951,tcp,OTTP
mpfwsas,2952,tcp,MPFWSAS
ovalarmsrv,2953,tcp,OVALARMSRV
ovalarmsrv-cmd,2954,tcp,OVALARMSRV-CMD
csnotify,2955,tcp,CSNOTIFY
ovrimosdbman,2956,tcp,OVRIMOSDBMAN
jmact5,2957,tcp,JAMCT5
jmact6,2958,tcp,JAMCT6
rmopagt,2959,tcp,RMOPAGT
dfoxserver,2960,tcp,DFOXSERVER
boldsoft-lm,2961,tcp,BOLDSOFT-LM
iph-policy-cli,2962,tcp,IPH-POLICY-CLI
iph-policy-adm,2963,tcp,IPH-POLICY-ADM
bullant-srap,2964,tcp,BULLANT SRAP
bullant-rap,2965,tcp,BULLANT RAP
idp-infotrieve,2966,tcp,IDP-INFOTRIEVE
ssc-agent,2967,tcp,SSC-AGENT
enpp,2968,tcp,ENPP
essp,2969,tcp,ESSP
index-net,2970,tcp,INDEX-NET
netclip,2971,tcp,NetClip clipboard daemon
pmsm-webrctl,2972,tcp,PMSM Webrctl
svnetworks,2973,tcp,SV Networks
signal,2974,tcp,Signal
fjmpcm,2975,tcp,Fujitsu Configuration Management Service
cns-srv-port,2976,tcp,CNS Server Port
ttc-etap-ns,2977,tcp,TTCs Enterprise Test Access Protocol - NS
ttc-etap-ds,2978,tcp,TTCs Enterprise Test Access Protocol - DS
h263-video,2979,tcp,H.263 Video Streaming
wimd,2980,tcp,Instant Messaging Service
mylxamport,2981,tcp,MYLXAMPORT
iwb-whiteboard,2982,tcp,IWB-WHITEBOARD
netplan,2983,tcp,NETPLAN
hpidsadmin,2984,tcp,HPIDSADMIN
hpidsagent,2985,tcp,HPIDSAGENT
stonefalls,2986,tcp,STONEFALLS
identify,2987,tcp,identify
hippad,2988,tcp,HIPPA Reporting Protocol
zarkov,2989,tcp,ZARKOV Intelligent Agent Communication
boscap,2990,tcp,BOSCAP
wkstn-mon,2991,tcp,WKSTN-MON
avenyo,2992,tcp,Avenyo Server
veritas-vis1,2993,tcp,VERITAS VIS1
veritas-vis2,2994,tcp,VERITAS VIS2
idrs,2995,tcp,IDRS
vsixml,2996,tcp,vsixml
rebol,2997,tcp,REBOL
realsecure,2998,tcp,Real Secure
remoteware-un,2999,tcp,RemoteWare Unassigned
hbci,3000,tcp,HBCI
remoteware-cl,3000,tcp,RemoteWare Client
origo-native,3001,tcp,OrigoDB Server Native Interface
exlm-agent,3002,tcp,EXLM Agent
remoteware-srv,3002,tcp,RemoteWare Server
cgms,3003,tcp,CGMS
csoftragent,3004,tcp,Csoft Agent
geniuslm,3005,tcp,Genius License Manager
ii-admin,3006,tcp,Instant Internet Admin
lotusmtap,3007,tcp,Lotus Mail Tracking Agent Protocol
midnight-tech,3008,tcp,Midnight Technologies
pxc-ntfy,3009,tcp,PXC-NTFY
gw,3010,tcp,Telerate Workstation
trusted-web,3011,tcp,Trusted Web
twsdss,3012,tcp,Trusted Web Client
gilatskysurfer,3013,tcp,Gilat Sky Surfer
broker-service,3014,tcp,"Broker Service IANA assigned this well-formed service name as a replacement for ""broker_service""."
broker_service,3014,tcp,Broker Service
nati-dstp,3015,tcp,NATI DSTP
notify-srvr,3016,tcp,"Notify Server IANA assigned this well-formed service name as a replacement for ""notify_srvr""."
notify_srvr,3016,tcp,Notify Server
event-listener,3017,tcp,"Event Listener IANA assigned this well-formed service name as a replacement for ""event_listener""."
event_listener,3017,tcp,Event Listener
srvc-registry,3018,tcp,"Service Registry IANA assigned this well-formed service name as a replacement for ""srvc_registry""."
srvc_registry,3018,tcp,Service Registry
resource-mgr,3019,tcp,"Resource Manager IANA assigned this well-formed service name as a replacement for ""resource_mgr""."
resource_mgr,3019,tcp,Resource Manager
cifs,3020,tcp,CIFS
agriserver,3021,tcp,AGRI Server
csregagent,3022,tcp,CSREGAGENT
magicnotes,3023,tcp,magicnotes
nds-sso,3024,tcp,"NDS_SSO IANA assigned this well-formed service name as a replacement for ""nds_sso""."
nds_sso,3024,tcp,NDS_SSO
arepa-raft,3025,tcp,Arepa Raft
agri-gateway,3026,tcp,AGRI Gateway
LiebDevMgmt-C,3027,tcp,"LiebDevMgmt_C IANA assigned this well-formed service name as a replacement for ""LiebDevMgmt_C""."
LiebDevMgmt_C,3027,tcp,LiebDevMgmt_C
LiebDevMgmt-DM,3028,tcp,"LiebDevMgmt_DM IANA assigned this well-formed service name as a replacement for ""LiebDevMgmt_DM""."
LiebDevMgmt_DM,3028,tcp,LiebDevMgmt_DM
LiebDevMgmt-A,3029,tcp,"LiebDevMgmt_A IANA assigned this well-formed service name as a replacement for ""LiebDevMgmt_A""."
LiebDevMgmt_A,3029,tcp,LiebDevMgmt_A
arepa-cas,3030,tcp,Arepa Cas
eppc,3031,tcp,Remote AppleEvents/PPC Toolbox
redwood-chat,3032,tcp,Redwood Chat
pdb,3033,tcp,PDB
osmosis-aeea,3034,tcp,Osmosis / Helix (R) AEEA Port
fjsv-gssagt,3035,tcp,FJSV gssagt
hagel-dump,3036,tcp,Hagel DUMP
hp-san-mgmt,3037,tcp,HP SAN Mgmt
santak-ups,3038,tcp,Santak UPS
cogitate,3039,tcp,"Cogitate, Inc."
tomato-springs,3040,tcp,Tomato Springs
di-traceware,3041,tcp,di-traceware
journee,3042,tcp,journee
brp,3043,tcp,Broadcast Routing Protocol
epp,3044,tcp,EndPoint Protocol
responsenet,3045,tcp,ResponseNet
di-ase,3046,tcp,di-ase
hlserver,3047,tcp,Fast Security HL Server
pctrader,3048,tcp,Sierra Net PC Trader
nsws,3049,tcp,NSWS
gds-db,3050,tcp,"gds_db IANA assigned this well-formed service name as a replacement for ""gds_db""."
gds_db,3050,tcp,gds_db
galaxy-server,3051,tcp,Galaxy Server
apc-3052,3052,tcp,APC 3052
dsom-server,3053,tcp,dsom-server
amt-cnf-prot,3054,tcp,AMT CNF PROT
policyserver,3055,tcp,Policy Server
cdl-server,3056,tcp,CDL Server
goahead-fldup,3057,tcp,GoAhead FldUp
videobeans,3058,tcp,videobeans
qsoft,3059,tcp,qsoft
interserver,3060,tcp,interserver
cautcpd,3061,tcp,cautcpd
ncacn-ip-tcp,3062,tcp,ncacn-ip-tcp
ncadg-ip-udp,3063,tcp,ncadg-ip-udp
rprt,3064,tcp,Remote Port Redirector
slinterbase,3065,tcp,slinterbase
netattachsdmp,3066,tcp,NETATTACHSDMP
fjhpjp,3067,tcp,FJHPJP
ls3bcast,3068,tcp,ls3 Broadcast
ls3,3069,tcp,ls3
mgxswitch,3070,tcp,MGXSWITCH
xplat-replicate,3071,tcp,Crossplatform replication protocol
csd-monitor,3072,tcp,ContinuStor Monitor Port
vcrp,3073,tcp,Very simple chatroom prot
xbox,3074,tcp,Xbox game port
orbix-locator,3075,tcp,Orbix 2000 Locator
orbix-config,3076,tcp,Orbix 2000 Config
orbix-loc-ssl,3077,tcp,Orbix 2000 Locator SSL
orbix-cfg-ssl,3078,tcp,Orbix 2000 Locator SSL
lv-frontpanel,3079,tcp,LV Front Panel
stm-pproc,3080,tcp,"stm_pproc IANA assigned this well-formed service name as a replacement for ""stm_pproc""."
stm_pproc,3080,tcp,stm_pproc
tl1-lv,3081,tcp,TL1-LV
tl1-raw,3082,tcp,TL1-RAW
tl1-telnet,3083,tcp,TL1-TELNET
itm-mccs,3084,tcp,ITM-MCCS
pcihreq,3085,tcp,PCIHReq
jdl-dbkitchen,3086,tcp,JDL-DBKitchen
asoki-sma,3087,tcp,Asoki SMA
xdtp,3088,tcp,eXtensible Data Transfer Protocol
ptk-alink,3089,tcp,ParaTek Agent Linking
stss,3090,tcp,Senforce Session Services
1ci-smcs,3091,tcp,1Ci Server Management
rapidmq-center,3093,tcp,Jiiva RapidMQ Center
rapidmq-reg,3094,tcp,Jiiva RapidMQ Registry
panasas,3095,tcp,Panasas rendezvous port
ndl-aps,3096,tcp,Active Print Server Port
,3097,tcp,Reserved
umm-port,3098,tcp,Universal Message Manager
chmd,3099,tcp,CHIPSY Machine Daemon
opcon-xps,3100,tcp,OpCon/xps
hp-pxpib,3101,tcp,HP PolicyXpert PIB Server
slslavemon,3102,tcp,SoftlinK Slave Mon Port
autocuesmi,3103,tcp,Autocue SMI Protocol
autocuelog,3104,tcp,Autocue Logger Protocol
cardbox,3105,tcp,Cardbox
cardbox-http,3106,tcp,Cardbox HTTP
business,3107,tcp,Business protocol
geolocate,3108,tcp,Geolocate protocol
personnel,3109,tcp,Personnel protocol
sim-control,3110,tcp,simulator control port
wsynch,3111,tcp,Web Synchronous Services
ksysguard,3112,tcp,KDE System Guard
cs-auth-svr,3113,tcp,CS-Authenticate Svr Port
ccmad,3114,tcp,CCM AutoDiscover
mctet-master,3115,tcp,MCTET Master
mctet-gateway,3116,tcp,MCTET Gateway
mctet-jserv,3117,tcp,MCTET Jserv
pkagent,3118,tcp,PKAgent
d2000kernel,3119,tcp,D2000 Kernel Port
d2000webserver,3120,tcp,D2000 Webserver Port
pcmk-remote,3121,tcp,The pacemaker remote (pcmk-remote) service extends high availability functionality outside of the Linux cluster into remote nodes.
vtr-emulator,3122,tcp,MTI VTR Emulator port
edix,3123,tcp,EDI Translation Protocol
beacon-port,3124,tcp,Beacon Port
a13-an,3125,tcp,A13-AN Interface
ctx-bridge,3127,tcp,CTX Bridge Port
ndl-aas,3128,tcp,Active API Server Port
netport-id,3129,tcp,NetPort Discovery Port
icpv2,3130,tcp,ICPv2
netbookmark,3131,tcp,Net Book Mark
ms-rule-engine,3132,tcp,Microsoft Business Rule Engine Update Service
prism-deploy,3133,tcp,Prism Deploy User Port
ecp,3134,tcp,Extensible Code Protocol
peerbook-port,3135,tcp,PeerBook Port
grubd,3136,tcp,Grub Server Port
rtnt-1,3137,tcp,rtnt-1 data packets
rtnt-2,3138,tcp,rtnt-2 data packets
incognitorv,3139,tcp,Incognito Rendez-Vous
ariliamulti,3140,tcp,Arilia Multiplexor
vmodem,3141,tcp,VMODEM
rdc-wh-eos,3142,tcp,RDC WH EOS
seaview,3143,tcp,Sea View
tarantella,3144,tcp,Tarantella
csi-lfap,3145,tcp,CSI-LFAP
bears-02,3146,tcp,bears-02
rfio,3147,tcp,RFIO
nm-game-admin,3148,tcp,NetMike Game Administrator
nm-game-server,3149,tcp,NetMike Game Server
nm-asses-admin,3150,tcp,NetMike Assessor Administrator
nm-assessor,3151,tcp,NetMike Assessor
feitianrockey,3152,tcp,FeiTian Port
s8-client-port,3153,tcp,S8Cargo Client Port
ccmrmi,3154,tcp,ON RMI Registry
jpegmpeg,3155,tcp,JpegMpeg Port
indura,3156,tcp,Indura Collector
e3consultants,3157,tcp,CCC Listener Port
stvp,3158,tcp,SmashTV Protocol
navegaweb-port,3159,tcp,NavegaWeb Tarification
tip-app-server,3160,tcp,TIP Application Server
doc1lm,3161,tcp,DOC1 License Manager
sflm,3162,tcp,SFLM
res-sap,3163,tcp,RES-SAP
imprs,3164,tcp,IMPRS
newgenpay,3165,tcp,Newgenpay Engine Service
sossecollector,3166,tcp,Quest Spotlight Out-Of-Process Collector
nowcontact,3167,tcp,Now Contact Public Server
poweronnud,3168,tcp,Now Up-to-Date Public Server
serverview-as,3169,tcp,SERVERVIEW-AS
serverview-asn,3170,tcp,SERVERVIEW-ASN
serverview-gf,3171,tcp,SERVERVIEW-GF
serverview-rm,3172,tcp,SERVERVIEW-RM
serverview-icc,3173,tcp,SERVERVIEW-ICC
armi-server,3174,tcp,ARMI Server
t1-e1-over-ip,3175,tcp,T1_E1_Over_IP
ars-master,3176,tcp,ARS Master
phonex-port,3177,tcp,Phonex Protocol
radclientport,3178,tcp,Radiance UltraEdge Port
h2gf-w-2m,3179,tcp,H2GF W.2m Handover prot.
mc-brk-srv,3180,tcp,Millicent Broker Server
bmcpatrolagent,3181,tcp,BMC Patrol Agent
bmcpatrolrnvu,3182,tcp,BMC Patrol Rendezvous
cops-tls,3183,tcp,COPS/TLS
apogeex-port,3184,tcp,ApogeeX Port
smpppd,3185,tcp,SuSE Meta PPPD
iiw-port,3186,tcp,IIW Monitor User Port
odi-port,3187,tcp,Open Design Listen Port
brcm-comm-port,3188,tcp,Broadcom Port
pcle-infex,3189,tcp,Pinnacle Sys InfEx Port
csvr-proxy,3190,tcp,ConServR Proxy
csvr-sslproxy,3191,tcp,ConServR SSL Proxy
firemonrcc,3192,tcp,FireMon Revision Control
spandataport,3193,tcp,SpanDataPort
magbind,3194,tcp,Rockstorm MAG protocol
ncu-1,3195,tcp,Network Control Unit
ncu-2,3196,tcp,Network Control Unit
embrace-dp-s,3197,tcp,Embrace Device Protocol Server
embrace-dp-c,3198,tcp,Embrace Device Protocol Client
dmod-workspace,3199,tcp,DMOD WorkSpace
tick-port,3200,tcp,Press-sense Tick Port
cpq-tasksmart,3201,tcp,CPQ-TaskSmart
intraintra,3202,tcp,IntraIntra
netwatcher-mon,3203,tcp,Network Watcher Monitor
netwatcher-db,3204,tcp,Network Watcher DB Access
isns,3205,tcp,iSNS Server Port
ironmail,3206,tcp,IronMail POP Proxy
vx-auth-port,3207,tcp,Veritas Authentication Port
pfu-prcallback,3208,tcp,PFU PR Callback
netwkpathengine,3209,tcp,HP OpenView Network Path Engine Server
flamenco-proxy,3210,tcp,Flamenco Networks Proxy
avsecuremgmt,3211,tcp,Avocent Secure Management
surveyinst,3212,tcp,Survey Instrument
neon24x7,3213,tcp,NEON 24X7 Mission Control
jmq-daemon-1,3214,tcp,JMQ Daemon Port 1
jmq-daemon-2,3215,tcp,JMQ Daemon Port 2
ferrari-foam,3216,tcp,Ferrari electronic FOAM
unite,3217,tcp,Unified IP & Telecom Environment
smartpackets,3218,tcp,EMC SmartPackets
wms-messenger,3219,tcp,WMS Messenger
xnm-ssl,3220,tcp,XML NM over SSL
xnm-clear-text,3221,tcp,XML NM over TCP
glbp,3222,tcp,Gateway Load Balancing Pr
digivote,3223,tcp,DIGIVOTE (R) Vote-Server
aes-discovery,3224,tcp,AES Discovery Port
fcip-port,3225,tcp,FCIP
isi-irp,3226,tcp,ISI Industry Software IRP
dwnmshttp,3227,tcp,DiamondWave NMS Server
dwmsgserver,3228,tcp,DiamondWave MSG Server
global-cd-port,3229,tcp,Global CD Port
sftdst-port,3230,tcp,Software Distributor Port
vidigo,3231,tcp,VidiGo communication (previous was: Delta Solutions Direct)
mdtp,3232,tcp,MDT port
whisker,3233,tcp,WhiskerControl main port
alchemy,3234,tcp,Alchemy Server
mdap-port,3235,tcp,MDAP port
apparenet-ts,3236,tcp,appareNet Test Server
apparenet-tps,3237,tcp,appareNet Test Packet Sequencer
apparenet-as,3238,tcp,appareNet Analysis Server
apparenet-ui,3239,tcp,appareNet User Interface
triomotion,3240,tcp,Trio Motion Control Port
sysorb,3241,tcp,SysOrb Monitoring Server
sdp-id-port,3242,tcp,Session Description ID
timelot,3243,tcp,Timelot Port
onesaf,3244,tcp,OneSAF
vieo-fe,3245,tcp,VIEO Fabric Executive
dvt-system,3246,tcp,DVT SYSTEM PORT
dvt-data,3247,tcp,DVT DATA LINK
procos-lm,3248,tcp,PROCOS LM
ssp,3249,tcp,State Sync Protocol
hicp,3250,tcp,HMS hicp port
sysscanner,3251,tcp,Sys Scanner
dhe,3252,tcp,DHE port
pda-data,3253,tcp,PDA Data
pda-sys,3254,tcp,PDA System
semaphore,3255,tcp,Semaphore Connection Port
cpqrpm-agent,3256,tcp,Compaq RPM Agent Port
cpqrpm-server,3257,tcp,Compaq RPM Server Port
ivecon-port,3258,tcp,Ivecon Server Port
epncdp2,3259,tcp,Epson Network Common Devi
iscsi-target,3260,tcp,iSCSI port
winshadow,3261,tcp,winShadow
necp,3262,tcp,NECP
ecolor-imager,3263,tcp,E-Color Enterprise Imager
ccmail,3264,tcp,cc:mail/lotus
altav-tunnel,3265,tcp,Altav Tunnel
ns-cfg-server,3266,tcp,NS CFG Server
ibm-dial-out,3267,tcp,IBM Dial Out
msft-gc,3268,tcp,Microsoft Global Catalog
msft-gc-ssl,3269,tcp,Microsoft Global Catalog with LDAP/SSL
verismart,3270,tcp,Verismart
csoft-prev,3271,tcp,CSoft Prev Port
user-manager,3272,tcp,Fujitsu User Manager
sxmp,3273,tcp,Simple Extensible Multiplexed Protocol
ordinox-server,3274,tcp,Ordinox Server
samd,3275,tcp,SAMD
maxim-asics,3276,tcp,Maxim ASICs
awg-proxy,3277,tcp,AWG Proxy
lkcmserver,3278,tcp,LKCM Server
admind,3279,tcp,admind
vs-server,3280,tcp,VS Server
sysopt,3281,tcp,SYSOPT
datusorb,3282,tcp,Datusorb
Apple Remote Desktop (Net Assistant),3283,tcp,Net Assistant
4talk,3284,tcp,4Talk
plato,3285,tcp,Plato
e-net,3286,tcp,E-Net
directvdata,3287,tcp,DIRECTVDATA
cops,3288,tcp,COPS
enpc,3289,tcp,ENPC
caps-lm,3290,tcp,CAPS LOGISTICS TOOLKIT - LM
sah-lm,3291,tcp,S A Holditch & Associates - LM
cart-o-rama,3292,tcp,Cart O Rama
fg-fps,3293,tcp,fg-fps
fg-gip,3294,tcp,fg-gip
dyniplookup,3295,tcp,Dynamic IP Lookup
rib-slm,3296,tcp,Rib License Manager
cytel-lm,3297,tcp,Cytel License Manager
deskview,3298,tcp,DeskView
pdrncs,3299,tcp,pdrncs
ceph,3300,tcp,Ceph monitor
tarantool,3301,tcp,Tarantool in-memory computing platform
mcs-fastmail,3302,tcp,MCS Fastmail
opsession-clnt,3303,tcp,OP Session Client
opsession-srvr,3304,tcp,OP Session Server
odette-ftp,3305,tcp,ODETTE-FTP
mysql,3306,tcp,MySQL
opsession-prxy,3307,tcp,OP Session Proxy
tns-server,3308,tcp,TNS Server
tns-adv,3309,tcp,TNS ADV
dyna-access,3310,tcp,Dyna Access
mcns-tel-ret,3311,tcp,MCNS Tel Ret
appman-server,3312,tcp,Application Management Server
uorb,3313,tcp,Unify Object Broker
uohost,3314,tcp,Unify Object Host
cdid,3315,tcp,CDID
aicc-cmi,3316,tcp,AICC/CMI
vsaiport,3317,tcp,VSAI PORT
ssrip,3318,tcp,Swith to Swith Routing Information Protocol
sdt-lmd,3319,tcp,SDT License Manager
officelink2000,3320,tcp,Office Link 2000
vnsstr,3321,tcp,VNSSTR
sftu,3326,tcp,SFTU
bbars,3327,tcp,BBARS
egptlm,3328,tcp,Eaglepoint License Manager
hp-device-disc,3329,tcp,HP Device Disc
mcs-calypsoicf,3330,tcp,MCS Calypso ICF
mcs-messaging,3331,tcp,MCS Messaging
mcs-mailsvr,3332,tcp,MCS Mail Server
dec-notes,3333,tcp,DEC Notes
directv-web,3334,tcp,Direct TV Webcasting
directv-soft,3335,tcp,Direct TV Software Updates
directv-tick,3336,tcp,Direct TV Tickers
directv-catlg,3337,tcp,Direct TV Data Catalog
anet-b,3338,tcp,OMF data b
anet-l,3339,tcp,OMF data l
anet-m,3340,tcp,OMF data m
anet-h,3341,tcp,OMF data h
webtie,3342,tcp,WebTIE
ms-cluster-net,3343,tcp,MS Cluster Net
bnt-manager,3344,tcp,BNT Manager
influence,3345,tcp,Influence
trnsprntproxy,3346,tcp,Trnsprnt Proxy
phoenix-rpc,3347,tcp,Phoenix RPC
pangolin-laser,3348,tcp,Pangolin Laser
chevinservices,3349,tcp,Chevin Services
findviatv,3350,tcp,FINDVIATV
btrieve,3351,tcp,Btrieve port
ssql,3352,tcp,Scalable SQL
fatpipe,3353,tcp,FATPIPE
suitjd,3354,tcp,SUITJD
ordinox-dbase,3355,tcp,Ordinox Dbase
upnotifyps,3356,tcp,UPNOTIFYPS
adtech-test,3357,tcp,Adtech Test IP
mpsysrmsvr,3358,tcp,Mp Sys Rmsvr
wg-netforce,3359,tcp,WG NetForce
kv-server,3360,tcp,KV Server
kv-agent,3361,tcp,KV Agent
dj-ilm,3362,tcp,DJ ILM
nati-vi-server,3363,tcp,NATI Vi Server
creativeserver,3364,tcp,Creative Server
contentserver,3365,tcp,Content Server
creativepartnr,3366,tcp,Creative Partner
tip2,3372,tcp,TIP 2
lavenir-lm,3373,tcp,Lavenir License Manager
cluster-disc,3374,tcp,Cluster Disc
vsnm-agent,3375,tcp,VSNM Agent
cdbroker,3376,tcp,CD Broker
cogsys-lm,3377,tcp,Cogsys Network License Manager
wsicopy,3378,tcp,WSICOPY
socorfs,3379,tcp,SOCORFS
sns-channels,3380,tcp,SNS Channels
geneous,3381,tcp,Geneous
fujitsu-neat,3382,tcp,Fujitsu Network Enhanced Antitheft function
esp-lm,3383,tcp,Enterprise Software Products License Manager
hp-clic,3384,tcp,Cluster Management Services
qnxnetman,3385,tcp,qnxnetman
gprs-data,3386,tcp,GPRS Data
backroomnet,3387,tcp,Back Room Net
cbserver,3388,tcp,CB Server
ms-wbt-server,3389,tcp,MS WBT Server
dsc,3390,tcp,Distributed Service Coordinator
savant,3391,tcp,SAVANT
efi-lm,3392,tcp,EFI License Management
d2k-tapestry1,3393,tcp,D2K Tapestry Client to Server
d2k-tapestry2,3394,tcp,D2K Tapestry Server to Server
dyna-lm,3395,tcp,Dyna License Manager (Elam)
printer-agent,3396,tcp,"Printer Agent IANA assigned this well-formed service name as a replacement for ""printer_agent""."
printer_agent,3396,tcp,Printer Agent
cloanto-lm,3397,tcp,Cloanto License Manager
mercantile,3398,tcp,Mercantile
csms,3399,tcp,CSMS
csms2,3400,tcp,CSMS2
filecast,3401,tcp,filecast
fxaengine-net,3402,tcp,FXa Engine Network Port
nokia-ann-ch1,3405,tcp,Nokia Announcement ch 1
nokia-ann-ch2,3406,tcp,Nokia Announcement ch 2
ldap-admin,3407,tcp,LDAP admin server port
BESApi,3408,tcp,BES Api Port
networklens,3409,tcp,NetworkLens Event Port
networklenss,3410,tcp,NetworkLens SSL Event
biolink-auth,3411,tcp,BioLink Authenteon server
xmlblaster,3412,tcp,xmlBlaster
svnet,3413,tcp,SpecView Networking
wip-port,3414,tcp,BroadCloud WIP Port
bcinameservice,3415,tcp,BCI Name Service
commandport,3416,tcp,AirMobile IS Command Port
csvr,3417,tcp,ConServR file translation
rnmap,3418,tcp,Remote nmap
softaudit,3419,tcp,Isogon SoftAudit
